volact,cntry,female,yrbrn,eduyrs,domicil,married,children,houseperson,wkhtot,church,sclmeet,social_trust,tolerance,self_realisation,solidarity,tvpol,tvtot,political_interest,trust_exe,trust_leg,trstep,stfdem,dweight
0,"IE",1,1964,13,3,1,1,0,16,4,5,28,6,5,6,2,7,,7.5,1,5,5,.90839959
1,"IE",0,1933,12,3,1,0,0,60,5,4,22,5,6,5,4,7,1,8.5,3,,7,.90839959
1,"IE",1,1982,14,3,1,0,0,39,1,6,18,6,6,6,1,4,3,2.5,0,5,3,.90839959
0,"IE",1,1957,12,3,1,0,0,30,2,5,15,5,5,6,2,6,3,5,4.5,,4,.90839959
0,"IE",0,1944,12,3,1,0,0,60,2,5,9,6,6,3,2,2,3,0,0,,6,.90839959
0,"IE",1,1971,15,3,1,1,0,24,4,3,26,6,6,6,3,6,2,6,4,7,3,.90839959
0,"IE",0,1959,13,3,0,0,0,39,1,6,18,5,6,4,1,1,2,4.5,2,5,7,.45419979
1,"IE",1,1953,13,3,0,0,0,35,5,4,19,6,5,3,1,2,3,6,5,5,7,.45419979
0,"IE",1,1984,14,3,0,0,0,20,2,5,18,6,6,5,0,5,2,7,,8,7,.45419979
0,"IE",0,1949,13,3,1,1,0,60,2,2,27,6,6,5,2,3,3,9,6,5,8,1.8167992
0,"IE",1,1967,22,2,1,1,0,39,3,7,20,6,6,5,1,4,4,6,3.5,4,6,.90839959
1,"IE",1,1945,18,2,0,1,0,38,5,5,17,4,4,6,1,3,3,7.5,4.5,5,8,1.3625994
1,"IE",1,1960,20,2,0,0,0,45,1,6,25,5,6,5,0,4,2,7,1.5,4,4,.45419979
0,"IE",1,1973,17,2,1,1,1,40,5,5,18,5,5,5,1,6,2,8,3,4,5,.90839959
0,"IE",0,1966,17,2,1,1,0,45,2,5,25,3,6,4,1,5,3,8.5,6.5,6,7,1.3625994
0,"IE",1,1980,24,2,1,1,0,50,2,6,20,6,6,6,0,2,1,7.5,4.5,9,7,.90839959
1,"IE",0,1959,14,2,1,0,0,,1,5,19,3,6,6,0,7,3,7,1.5,6,7,1.3625994
1,"IE",1,1962,17,2,,1,0,,1,6,20,6,5,6,0,3,4,4.5,.5,2,0,1.3625994
1,"IE",1,1953,14,2,0,0,0,40,5,4,16,4,6,4,2,4,3,7.5,5,8,4,.45419979
0,"IE",0,1976,23,2,0,0,0,55,2,4,20,4,6,6,2,3,3,7.5,4.5,4,4,1.3625994
1,"IE",1,1980,24,3,1,1,0,36,2,6,23,6,6,5,0,2,1,5.5,0,5,7,.90839959
1,"IE",1,1981,20,2,1,1,1,20,1,6,17,3,3,6,1,3,2,5.5,2.5,9,7,.90839959
0,"IE",0,1986,16,2,0,0,0,30,1,7,26,5,6,4,0,3,2,6.5,3.5,5,7,1.8167992
1,"IE",1,1948,19,2,0,1,0,28,4,6,17,5,3,5,2,3,3,4,3,2,3,.90839959
0,"IE",0,1972,20,2,1,0,0,25,1,7,24,5,5,5,2,5,3,6.5,7,8,6,1.8167992
1,"IE",1,1981,22,2,0,0,0,5,1,6,14,3,5,4,0,2,3,6,1,6,8,.90839959
1,"IE",1,1996,12,2,0,0,0,0,5,7,15,4,6,6,0,2,3,2,.5,2,4,1.8167992
0,"IE",1,1980,20,2,1,0,0,42,1,5,16,4,6,5,1,2,3,6,3,6,6,.90839959
1,"IE",0,1932,20,2,1,1,0,40,5,6,19,6,6,6,2,5,4,7,5.5,7,5,1.3625994
1,"IE",1,1983,24,2,1,0,0,39,1,5,23,5,6,5,0,3,3,6.5,3,4,6,.90839959
0,"IE",1,1959,15,3,0,0,0,35,5,6,24,3,4,5,3,7,2,6,2.5,3,6,.45419979
0,"IE",1,1957,10,2,0,0,0,25,5,6,17,,5,5,0,4,1,9,6,5,10,2.7251988
0,"IE",0,1927,16,3,1,0,0,40,5,5,26,5,3,5,2,7,3,8,5,3,7,.90839959
0,"IE",1,1967,18,3,1,1,0,25,5,4,22,4,4,5,1,4,3,7,2.5,4,7,.90839959
0,"IE",0,1960,12,3,0,0,0,40,2,4,20,3,5,4,2,7,1,4,1,3,2,.45419979
0,"IE",1,1977,14,3,1,1,0,0,5,4,26,4,3,6,1,4,2,7.5,6,3,7,.90839959
0,"IE",0,1949,20,3,1,0,0,50,1,3,27,5,6,5,1,3,4,5,3.5,3,5,.90839959
1,"IE",0,1950,15,3,0,0,0,35,2,4,18,3,4,4,2,6,2,5.5,2,4,8,.45419979
0,"IE",1,1962,15,3,1,1,0,35,5,4,26,3,4,5,2,4,1,6.5,3,4,8,1.8167992
0,"IE",1,1952,15,2,1,0,0,20,4,4,28,5,6,6,2,7,3,7,5.5,6,6,.90839959
1,"IE",0,1977,19,2,0,0,0,40,1,6,19,6,4,5,2,6,2,4.5,2.5,7,4,.45419979
1,"IE",1,1959,16,5,1,0,0,35,5,5,23,5,5,5,2,7,3,5,2,2,7,.90839959
0,"IE",0,1957,13,5,0,0,0,70,5,4,25,4,4,4,2,7,4,6,5,3,7,.90839959
0,"IE",0,1979,8,3,1,1,0,60,3,3,25,3,5,5,0,6,1,7,2,2,8,1.3625994
0,"IE",0,1952,13,5,0,0,0,70,5,5,26,4,5,5,2,6,4,4,6,2,7,.45419979
0,"IE",0,1965,9,5,0,0,0,50,7,2,26,3,3,3,2,6,4,8,6,6,8,.90839959
0,"IE",0,1939,6,5,0,0,0,40,2,4,23,4,5,4,3,7,3,6,2,4,8,.45419979
0,"IE",1,1978,12,5,1,1,0,35,5,2,26,3,4,5,1,5,3,8,3.5,3,8,.90839959
0,"IE",0,1951,13,4,1,1,0,50,5,4,20,3,5,5,1,3,2,6,2.5,2,7,1.8167992
0,"IE",1,1977,13,5,1,1,0,35,2,2,25,4,4,4,1,6,1,5,1,3,7,.90839959
0,"IE",0,1975,13,5,1,1,0,60,1,2,23,4,5,5,1,6,2,5.5,1.5,3,5,.90839959
0,"IE",0,1949,8,5,1,0,0,80,5,2,24,3,5,5,2,4,3,6.5,4,3,7,.90839959
0,"IE",1,1970,20,5,0,0,0,40,5,4,24,3,6,6,2,4,2,6,2.5,3,7,.90839959
0,"IE",0,1950,10,5,1,1,0,70,5,4,20,4,5,5,2,4,3,6,4,3,7,1.3625994
0,"IE",0,1946,10,5,0,0,0,35,5,4,26,3,5,5,3,7,4,7,4.5,3,8,.45419979
0,"IE",1,1975,13,5,1,1,0,40,2,2,20,3,5,5,1,6,2,6,3,3,6,.90839959
0,"IE",0,1965,14,5,0,0,0,40,1,2,19,5,6,4,1,7,1,4,0,3,2,.45419979
1,"IE",0,1949,18,5,1,1,0,25,2,4,26,4,3,5,1,3,3,7.5,3.5,2,8,1.8167992
0,"IE",0,1930,9,3,1,0,0,40,5,3,17,3,2,3,4,5,1,7,6.5,7,6,.90839959
0,"IE",1,1950,11,3,1,0,0,30,4,3,19,2,4,2,4,5,2,7,5,5,6,.90839959
1,"IE",0,1950,10,3,0,0,0,40,2,2,15,4,4,3,2,3,2,5.5,4.5,6,4,.45419979
1,"IE",0,1940,13,3,1,0,0,50,3,5,17,3,2,3,3,4,3,6.5,7,7,5,.90839959
0,"IE",0,1969,11,3,0,0,0,40,2,2,16,2,2,4,3,3,2,4,5,6,4,.45419979
0,"IE",0,1944,10,3,1,0,0,40,2,3,14,1,3,1,4,4,3,4.5,4.5,5,5,.90839959
0,"IE",0,1950,11,3,1,0,0,40,3,4,17,3,2,2,4,4,3,5.5,4,5,6,.90839959
0,"IE",0,1990,17,3,0,0,0,15,1,4,17,3,4,1,3,3,1,4.5,5,5,4,1.8167992
0,"IE",0,1969,10,3,0,0,0,37,4,4,18,4,3,2,4,4,2,5,5,5,5,.45419979
0,"IE",1,1964,11,3,1,1,0,40,5,2,15,3,3,2,3,4,2,4,4,4,5,1.3625994
0,"IE",1,1955,11,3,0,1,0,40,5,3,17,3,4,3,2,3,2,4,4,4,5,1.3625994
0,"IE",1,1987,10,3,0,1,0,0,5,4,18,4,2,4,3,4,3,4.5,4.5,5,5,.90839959
0,"IE",1,1934,7,3,0,0,0,40,5,2,14,4,4,4,3,3,2,4.5,5,4,5,.45419979
0,"IE",0,1955,10,3,1,0,0,40,5,2,12,3,3,3,3,3,2,5,4.5,5,5,.90839959
1,"IE",0,1947,10,3,1,1,0,35,5,2,16,3,2,3,3,3,3,4,4.5,4,4,1.3625994
0,"IE",0,1987,11,3,0,0,0,37,1,6,13,3,3,2,1,3,2,4.5,4,4,4,2.270999
1,"IE",1,1949,10,3,0,1,0,40,5,4,16,4,3,5,3,3,1,5,4.5,4,4,.90839959
1,"IE",0,1932,9,3,0,0,0,40,2,2,13,4,4,2,2,3,2,3,3,5,5,.45419979
1,"IE",0,1946,10,3,0,0,0,40,2,6,14,4,2,4,3,3,1,4,4.5,4,5,.45419979
1,"IE",0,1960,13,3,1,0,0,35,4,2,14,3,5,4,2,3,2,3.5,3.5,2,3,.90839959
1,"IE",1,1972,14,5,1,1,0,40,5,4,21,4,4,3,2,3,4,6,3.5,6,4,.90839959
0,"IE",0,1982,17,5,1,0,0,0,4,2,11,3,4,3,6,7,2,1,2,1,1,.90839959
1,"IE",0,1964,16,5,1,0,0,37,5,4,18,5,3,3,1,1,4,4,2.5,4,5,.90839959
0,"IE",0,1950,12,3,,1,0,0,4,4,21,4,4,4,4,6,2,7,6.5,5,5,.90839959
0,"IE",0,1950,15,3,0,0,0,70,6,4,19,4,5,5,3,4,3,5.5,3.5,3,5,.45419979
0,"IE",0,1953,12,4,,0,0,37,6,4,17,5,4,4,1,3,1,.5,0,0,0,.45419979
1,"IE",0,,14,4,,0,0,0,2,2,16,4,3,5,1,2,4,6,4,5,5,.45419979
1,"IE",0,1970,18,5,0,0,0,60,4,2,21,4,4,4,2,2,,5.5,6,6,5,.45419979
1,"IE",0,1940,14,4,1,0,0,,6,3,7,4,3,3,7,7,4,1.5,.5,4,2,.90839959
1,"IE",0,1967,14,5,0,0,0,45,5,4,20,4,4,5,3,5,3,7.5,4,4,3,.45419979
1,"IE",1,1983,20,2,0,0,0,30,2,7,29,6,6,6,0,0,3,6.5,5,5,4,.90839959
0,"IE",0,1978,16,2,0,1,0,39,2,5,13,3,6,6,1,1,2,5,3,8,8,.90839959
1,"IE",0,1989,18,2,0,0,0,42,1,6,22,6,5,6,0,2,1,9,7,9,9,1.8167992
1,"IE",0,1973,16,2,0,1,0,60,4,3,16,5,6,5,1,2,3,5,2,1,5,.90839959
1,"IE",0,1977,17,2,0,1,0,45,1,5,26,6,6,5,1,4,3,5,2,5,4,.90839959
1,"IE",1,1981,18,2,1,1,0,37,1,4,28,6,6,6,0,0,3,7,4.5,5,8,.45419979
1,"IE",1,1972,24,2,0,0,0,50,2,7,26,4,6,6,1,1,3,7,5,7,6,.90839959
1,"IE",1,1941,12,2,1,0,0,60,6,7,24,5,6,6,2,2,4,9,1,1,0,.90839959
1,"IE",1,1984,25,2,0,0,0,10,1,1,19,5,6,5,0,4,4,4,3,5,4,.90839959
1,"IE",1,1968,17,2,1,1,0,55,5,3,18,3,2,3,2,3,1,6.5,1.5,4,5,.90839959
0,"IE",1,1989,14,2,0,1,0,39,1,5,18,6,6,6,0,4,1,6,1,1,5,.45419979
0,"IE",1,1987,13,2,0,1,0,38,3,3,24,3,6,5,0,1,1,1.5,4,5,3,.45419979
1,"IE",1,1973,19,2,0,1,0,19,1,6,25,5,5,5,1,3,3,8,6,6,7,.90839959
0,"IE",0,1950,12,5,1,1,0,40,5,2,20,5,6,5,5,5,2,6,4,8,8,1.3625994
1,"IE",1,1953,12,5,1,0,0,39,5,2,19,5,6,6,4,4,4,6.5,0,0,7,.90839959
0,"IE",0,1956,7,5,0,0,0,50,5,4,17,3,5,5,0,5,1,7,0,0,7,.90839959
1,"IE",0,1954,12,5,1,1,0,43,5,5,24,4,4,5,1,2,3,7,4.5,5,7,1.8167992
0,"IE",0,1977,21,5,0,0,0,39,4,5,22,5,6,5,1,4,3,7.5,3,5,8,1.8167992
0,"IE",0,1948,12,5,0,0,0,45,5,3,21,5,6,5,3,4,2,5.5,3,6,7,.45419979
1,"IE",0,1952,12,5,1,0,0,40,5,5,23,2,5,6,3,5,2,6.5,5,7,5,.90839959
0,"IE",0,1992,16,5,0,0,0,0,4,7,16,5,6,5,1,4,3,5,3,5,8,2.270999
1,"IE",1,1953,18,5,1,0,0,39,3,4,30,5,6,6,1,3,3,8,5,8,8,.90839959
0,"IE",0,1975,13,5,1,1,0,48,5,3,30,5,2,5,1,7,2,8.5,4,5,6,.90839959
1,"IE",0,1961,14,5,1,0,0,45,1,5,27,5,6,6,1,3,1,8,.5,4,3,.90839959
1,"IE",1,1982,15,5,1,1,0,30,2,2,18,5,5,6,1,5,2,6,.5,5,1,.90839959
1,"IE",0,1953,10,4,1,0,0,39,3,2,22,5,5,5,3,6,2,8,4.5,7,4,.90839959
1,"IE",0,1980,12,5,1,1,0,40,3,2,24,5,5,5,5,7,3,5,4,3,1,.90839959
1,"IE",1,1951,9,4,0,0,0,30,3,5,19,5,4,5,2,6,2,3,1.5,6,2,.45419979
1,"IE",1,1958,13,5,0,0,0,45,6,5,20,5,5,5,1,3,2,7,2,5,5,.45419979
0,"IE",1,1978,18,4,1,1,1,40,4,7,33,4,5,6,2,4,2,4.5,2,4,6,.90839959
1,"IE",1,1952,10,5,1,0,0,39,5,3,29,6,5,6,2,4,3,4.5,3,4,6,.90839959
1,"IE",1,1952,12,4,1,0,0,25,5,5,20,5,6,6,2,5,3,7.5,3.5,8,7,.90839959
1,"IE",0,1965,17,4,1,1,0,40,5,5,16,4,4,5,3,4,3,6.5,6,6,7,1.8167992
0,"IE",1,1946,15,4,0,0,0,35,1,2,27,4,3,3,7,7,3,7,1,6,6,.45419979
1,"IE",1,1987,14,4,0,1,0,30,4,4,22,4,2,5,1,3,4,4.5,6,4,7,.90839959
1,"IE",1,1957,22,4,0,0,0,35,4,6,26,5,6,5,6,7,3,6,2.5,6,7,.45419979
0,"IE",1,1944,11,5,1,0,0,24,5,6,30,4,6,5,1,7,1,7.5,4.5,5,3,.90839959
1,"IE",0,1977,14,5,1,1,0,40,4,5,26,2,5,5,1,3,3,5,1.5,8,3,.90839959
1,"IE",0,1990,14,4,0,0,0,20,5,7,26,6,5,5,3,7,4,6.5,2.5,5,6,2.270999
0,"IE",0,1962,11,4,0,0,0,40,4,5,23,4,3,3,1,5,3,8,5.5,7,6,.45419979
0,"IE",1,1946,13,5,1,0,0,25,6,2,21,5,6,5,1,2,3,8,2.5,3,2,.90839959
1,"IE",1,1952,11,5,1,0,0,39,5,5,17,4,5,5,1,3,3,7.5,7,7,5,.90839959
1,"IE",1,1974,12,5,1,1,0,30,5,5,25,4,5,5,1,3,3,6,4,3,4,.90839959
1,"IE",1,1943,10,5,1,0,0,39,5,4,25,5,6,5,4,6,2,3.5,1,2,2,.90839959
1,"IE",1,1944,13,5,1,0,0,0,5,5,25,5,6,5,2,3,2,5,.5,6,5,.90839959
0,"IE",1,1961,18,5,0,1,0,39,4,5,25,6,6,6,1,2,2,2.5,1.5,6,7,.45419979
1,"IE",0,1944,8,5,0,0,0,40,5,5,31,5,5,5,3,5,3,7,2.5,6,7,.45419979
0,"IE",0,1932,8,5,0,0,0,45,2,1,25,5,5,3,3,6,2,7,3,8,5,.45419979
0,"IE",1,1959,13,5,0,1,0,0,1,2,19,5,4,5,1,3,1,7,5,1,6,2.270999
0,"IE",1,1955,16,5,1,1,0,25,5,3,23,5,4,5,1,1,3,8,6.5,6,8,1.8167992
1,"IE",0,1950,13,5,1,1,0,80,5,5,22,5,6,5,1,5,3,7,6.5,6,8,1.3625994
0,"IE",1,1930,8,5,0,0,0,70,6,5,24,5,5,4,2,7,1,6,5.5,6,8,.45419979
0,"IE",0,1949,10,5,1,0,0,80,5,4,30,5,6,5,4,7,2,7.5,6.5,8,10,.90839959
0,"IE",0,1953,15,5,1,1,0,45,4,5,19,5,6,5,4,7,1,3,0,0,5,1.3625994
0,"IE",1,1953,14,5,0,0,0,20,2,3,22,5,5,5,1,2,1,6.5,2,4,5,.45419979
0,"IE",0,1950,14,5,1,0,0,40,5,4,19,5,5,5,3,7,2,8,6,8,8,.90839959
1,"IE",1,1985,16,4,0,1,0,39,4,3,18,5,6,5,3,6,2,7,4,6,9,.90839959
0,"IE",1,1952,14,4,1,1,0,45,3,5,25,5,6,5,3,7,2,9,7.5,9,10,1.3625994
0,"IE",1,1956,14,5,1,1,0,70,2,4,23,4,5,5,4,7,1,7,3,4,10,1.8167992
1,"IE",1,1956,12,4,1,1,0,45,4,3,27,5,6,5,3,7,2,9,7,6,9,1.3625994
1,"IE",0,1982,17,4,0,0,0,50,3,4,26,6,6,6,4,7,3,8.5,8,9,10,.45419979
1,"IE",1,1936,12,4,0,0,0,42,6,5,24,6,6,6,3,5,3,9,8.5,8,10,.45419979
0,"IE",0,1930,12,5,1,0,0,60,6,2,23,4,5,4,2,3,3,8,7.5,8,9,.90839959
0,"IE",0,1953,11,5,1,0,0,80,3,3,22,5,6,5,3,7,3,8,8,8,8,1.3625994
1,"IE",1,1954,16,5,1,0,0,40,5,4,23,5,5,5,3,7,2,8,6,8,8,.90839959
1,"IE",1,1956,15,4,1,1,0,15,6,4,21,4,5,5,2,7,1,8,8,8,10,1.8167992
1,"IE",1,1956,13,5,0,0,0,40,5,4,26,5,6,5,4,7,2,8,5.5,7,8,.45419979
0,"IE",1,1945,13,5,1,0,1,40,1,4,25,5,5,5,2,7,2,8,5,7,10,.90839959
1,"IE",1,1953,13,3,1,1,0,40,4,2,20,6,6,6,2,6,1,8,5,7,10,1.3625994
0,"IE",0,1960,14,3,1,0,0,59,2,5,22,5,6,4,3,6,2,8.5,7,7,10,.90839959
0,"IE",1,1950,12,3,1,0,0,20,5,3,26,6,6,6,2,6,1,10,8,9,10,.90839959
0,"IE",1,1987,13,3,0,0,0,40,3,6,24,5,5,5,1,6,2,9,7,9,7,1.3625994
0,"IE",1,1983,16,3,0,0,0,20,2,5,22,5,5,5,2,7,1,7.5,4.5,6,10,.90839959
0,"IE",0,1955,15,3,1,0,0,40,2,6,28,4,6,5,3,7,1,5.5,0,2,8,.90839959
1,"IE",1,1962,14,3,0,0,0,40,4,4,23,5,6,6,2,5,1,8.5,8,8,9,.90839959
0,"IE",0,1997,11,3,0,0,0,0,2,6,20,4,4,5,1,5,1,7,3.5,6,10,1.3625994
1,"IE",1,1945,12,3,1,0,0,20,7,5,17,6,6,5,2,6,2,8.5,7,8,10,.90839959
0,"IE",0,1954,14,3,1,1,0,60,4,3,25,5,5,5,3,7,1,9,7,8,10,1.3625994
1,"IE",0,1946,17,3,1,1,0,70,2,3,26,5,6,5,2,7,2,8,8,8,9,1.3625994
1,"IE",0,1945,14,3,1,0,0,50,5,3,25,5,6,6,3,7,3,9,7.5,8,10,1.3625994
1,"IE",1,1954,16,3,1,0,0,60,5,5,25,6,6,6,2,6,3,10,8.5,9,10,.90839959
0,"IE",0,1930,10,3,0,0,0,45,6,5,18,5,6,5,2,6,3,9,8.5,9,10,.45419979
0,"IE",0,1946,10,3,1,0,0,20,3,3,33,5,5,5,3,7,1,8,8,8,10,1.3625994
1,"IE",1,1956,11,3,1,1,0,50,5,4,25,6,6,6,2,6,2,8.5,8,9,10,1.8167992
1,"IE",0,1955,15,3,1,1,0,80,4,2,33,6,6,6,2,6,3,9.5,8,9,10,1.3625994
1,"IE",1,1991,15,2,0,0,0,0,2,6,18,4,6,5,2,6,2,6.5,3.5,6,4,.90839959
1,"IE",1,1948,16,2,0,1,0,39,5,4,20,4,5,5,1,4,2,6.5,4.5,5,3,.90839959
1,"IE",1,1973,17,2,0,0,0,39,5,6,23,6,6,4,1,5,3,5.5,4.5,4,3,.45419979
1,"IE",1,1969,14,2,1,0,0,24,2,5,22,5,5,5,2,3,3,6.5,5,5,4,.90839959
0,"IE",1,1940,8,2,0,0,0,38,2,6,19,4,5,3,4,6,2,5.5,4,4,3,.45419979
0,"IE",0,1956,22,2,1,0,0,60,2,5,12,5,5,5,2,6,3,6.5,5.5,4,2,.45419979
0,"IE",1,1960,15,2,0,1,0,20,1,6,20,5,5,5,2,7,2,7,2,4,1,.90839959
0,"IE",0,1963,15,2,0,0,0,39,1,6,15,2,6,4,1,6,2,3.5,2.5,2,4,.45419979
0,"IE",0,1969,16,3,1,0,0,40,1,4,5,6,6,4,2,7,1,0,0,0,2,.90839959
0,"IE",0,1983,14,2,0,0,0,25,1,4,18,5,6,6,0,0,1,1.5,2,0,0,.45419979
1,"IE",1,1978,15,2,0,0,0,25,3,7,22,5,5,5,2,4,3,4.5,.5,4,6,.45419979
0,"IE",0,1966,14,2,1,1,0,39,2,5,14,5,4,4,2,7,3,4,3,3,4,1.8167992
0,"IE",0,1963,16,2,0,0,0,50,2,4,21,5,5,4,1,4,2,5,3.5,5,4,.45419979
1,"IE",1,1946,13,2,1,0,0,40,6,6,23,4,5,5,3,7,3,7,6,6,5,.90839959
0,"IE",0,1976,12,2,1,0,0,40,2,6,19,5,5,5,1,5,2,5,5,4,5,.90839959
1,"IE",1,1968,13,2,1,1,0,39,2,4,21,4,4,5,1,5,3,3.5,3.5,3,4,1.3625994
0,"IE",0,1953,8,2,1,0,0,39,5,5,23,5,5,5,3,5,3,4.5,3.5,5,5,.90839959
0,"IE",1,1969,13,2,1,1,0,39,5,5,17,5,5,5,2,5,2,5.5,4,5,3,1.8167992
0,"IE",1,1972,20,2,0,0,0,39,2,4,20,5,5,4,2,4,2,6,4,5,4,.45419979
1,"IE",0,1961,11,2,0,0,0,39,2,6,26,4,5,5,0,7,1,3,0,0,0,.90839959
1,"IE",1,1968,17,3,1,1,0,40,1,5,16,6,6,5,2,3,3,3,1.5,2,3,.90839959
1,"IE",0,1963,16,2,0,0,0,20,5,5,23,5,4,5,2,7,2,6.5,4.5,3,5,.45419979
1,"IE",1,1963,13,2,1,1,0,20,5,6,24,4,5,4,1,6,2,6.5,5,4,4,1.8167992
1,"IE",0,1961,13,2,1,1,0,33,1,5,22,5,6,6,7,7,3,4,1,3,2,1.8167992
1,"IE",1,1977,13,2,1,1,0,20,2,4,21,4,4,4,1,3,2,4.5,3,4,3,1.3625994
1,"IE",1,1969,13,2,1,1,0,39,5,2,22,5,5,5,1,3,2,2.5,2,2,2,1.8167992
0,"IE",1,1946,11,1,1,0,0,38,6,7,21,5,5,5,7,7,3,6.5,7.5,5,5,.90839959
1,"IE",1,1969,16,2,1,1,0,20,2,6,23,4,5,5,1,6,2,6,4,5,5,1.3625994
1,"IE",1,1957,17,2,1,0,0,39,5,3,24,5,5,4,3,5,3,8,6,5,6,.90839959
0,"IE",0,1939,11,1,1,0,0,38,5,6,22,4,5,4,7,7,3,7.5,5.5,4,8,.90839959
0,"IE",1,1973,17,3,1,0,0,39,3,4,12,5,6,6,1,2,4,0,0,5,6,.90839959
1,"IE",0,1995,12,2,0,0,0,0,1,5,14,6,5,5,1,7,3,8.5,5,7,7,1.3625994
1,"IE",1,1978,21,3,0,1,0,40,2,2,18,6,6,6,3,3,3,1,2.5,4,7,.90839959
0,"IE",1,1940,14,3,0,0,0,40,6,5,28,6,5,6,2,5,3,7,4.5,9,8,.45419979
0,"IE",0,1970,18,3,1,1,0,42,3,2,23,5,4,3,0,4,2,6,4,4,6,.90839959
0,"IE",0,1975,18,3,1,1,0,45,4,6,22,5,5,5,2,5,4,5.5,4.5,2,3,.90839959
0,"IE",0,1972,17,3,1,1,0,35,3,4,24,5,4,6,2,5,3,5.5,3,5,4,.90839959
0,"IE",1,1950,11,3,0,1,0,16,2,2,16,6,6,6,2,3,3,3.5,3,4,2,.90839959
1,"IE",0,1994,13,2,0,0,0,6,4,6,24,4,4,5,2,4,2,7.5,6.5,7,7,2.270999
0,"IE",1,1976,14,3,0,1,0,39,1,2,22,6,4,6,2,6,1,5,3,2,3,.90839959
0,"IE",0,1958,11,3,1,1,0,39,3,6,24,5,5,5,3,3,3,6.5,2,4,7,1.8167992
0,"IE",1,1968,12,3,0,1,0,37,3,2,14,4,5,5,3,5,1,5,0,0,2,.90839959
0,"IE",1,1979,18,3,,0,0,36,5,3,23,4,4,4,1,2,3,6.5,5,5,4,.90839959
1,"IE",1,1945,11,4,1,0,0,40,5,3,16,3,5,5,2,7,3,6.5,4.5,4,2,.90839959
1,"IE",1,1956,15,5,1,1,0,40,5,3,14,5,5,5,1,1,2,5,5.5,4,,1.8167992
0,"IE",0,1993,14,4,0,0,0,0,3,5,22,5,4,5,2,3,3,3,5.5,8,7,1.8167992
1,"IE",1,1962,12,5,1,1,0,12,1,3,12,5,6,6,1,2,2,2.5,0,0,1,1.8167992
0,"IE",0,1938,14,5,1,0,0,5,1,6,32,5,5,5,2,5,2,7,5.5,,8,.90839959
1,"IE",1,1971,22,5,1,1,0,38,4,7,24,2,3,6,2,7,2,6,5.5,7,4,.90839959
0,"IE",1,1965,11,2,1,1,0,14,2,6,20,3,2,3,2,7,2,6,4,6,5,1.3625994
1,"IE",0,1927,11,5,1,0,0,0,7,7,16,5,5,6,1,7,3,7.5,2.5,5,4,.90839959
1,"IE",0,1976,11,5,1,1,0,40,1,3,24,5,3,5,2,2,2,5,2,,5,.90839959
1,"IE",1,1982,11,5,1,1,1,40,3,6,20,6,6,6,2,3,3,7.5,4.5,8,6,.90839959
0,"IE",1,1946,10,4,0,0,0,34,4,6,19,5,5,5,5,7,3,8.5,8.5,4,9,1.3625994
1,"IE",0,1974,16,5,1,1,0,40,3,2,20,4,5,5,1,5,2,6,4,4,2,.90839959
0,"IE",0,1957,12,5,1,1,0,70,4,2,17,5,6,5,2,4,2,6.5,0,3,5,3.1793985
0,"IE",0,1932,9,4,0,0,0,40,4,4,19,5,5,5,5,6,2,6.5,2.5,,5,.45419979
1,"IE",1,1951,12,4,1,0,0,25,5,3,23,5,6,6,4,6,2,6,2.5,5,5,.90839959
1,"IE",0,1957,13,5,1,1,0,60,4,3,18,6,6,6,2,3,2,6,2.5,3,8,2.270999
0,"IE",0,1947,14,4,1,0,0,40,3,6,26,5,5,5,7,7,4,5,4,6,4,.90839959
1,"IE",1,1973,14,3,1,1,0,40,5,4,22,5,6,6,7,7,2,8,3,3,3,.90839959
0,"IE",1,1971,16,5,1,1,0,45,4,4,10,5,4,5,2,7,2,8,3,2,8,1.3625994
0,"IE",0,1937,8,4,0,0,0,42,5,5,10,6,6,5,3,7,3,8,3,6,8,.45419979
0,"IE",0,1937,9,4,0,0,0,50,2,2,12,5,6,5,2,7,2,7,3,4,8,.45419979
0,"IE",1,1978,9,3,0,1,0,0,5,4,12,5,6,6,2,7,2,3.5,2.5,3,5,.90839959
1,"IE",0,1994,14,3,0,0,0,0,2,6,27,5,5,5,1,7,2,8,2.5,5,8,1.3625994
0,"IE",1,1961,6,3,1,1,0,0,5,4,6,5,5,5,1,7,1,3,0,0,5,.90839959
0,"IE",1,1976,9,3,0,1,0,0,5,7,9,5,5,5,2,7,2,5.5,3.5,4,8,.90839959
0,"IE",1,1980,7,3,1,1,0,0,5,6,3,5,5,5,3,7,1,6.5,2,3,3,1.3625994
0,"IE",0,1928,10,3,0,0,0,43,5,4,7,5,6,5,7,7,2,7,2.5,3,7,.45419979
0,"IE",1,1969,12,3,1,0,0,39,3,5,10,3,4,6,3,7,2,3,2.5,2,6,1.3625994
0,"IE",1,1970,12,3,1,0,0,0,5,6,17,4,6,6,3,7,2,2.5,2.5,2,3,.90839959
0,"IE",1,1984,16,3,0,0,0,37,2,5,17,6,4,6,1,7,2,5.5,2.5,2,1,1.3625994
1,"IE",1,1970,19,3,1,1,0,36,5,5,25,5,6,6,1,6,2,7.5,2.5,3,9,.90839959
1,"IE",1,1960,11,3,1,1,0,40,3,2,7,5,5,5,2,7,3,8,2.5,3,9,1.3625994
