volact,cntry,female,yrbrn,eduyrs,domicil,married,children,houseperson,wkhtot,church,sclmeet,social_trust,tolerance,self_realisation,solidarity,tvpol,tvtot,political_interest,trust_exe,trust_leg,trstep,stfdem,dweight
0,"BG",1,1955,11,3,0,1,0,,2,2,6,5,4,4,0,0,1,.5,2,2,2,.87583534
0,"BG",0,1956,13,3,0,0,0,40,1,6,3,5,6,6,5,5,3,1.5,0,2,0,.43791767
0,"BG",1,1933,4,3,1,0,0,40,1,6,19,4,4,6,2,7,3,2,1.5,1,1,.87583534
0,"BG",1,1994,11,3,0,0,0,0,2,7,6,5,6,6,2,5,2,1,0,0,1,1.313753
0,"BG",0,1942,16,4,1,0,1,40,3,2,9,6,6,6,6,7,3,2.5,0,,0,2.2903214
0,"BG",1,1938,7,4,0,0,1,40,1,2,3,4,4,4,3,7,3,0,0,0,3,.57258034
0,"BG",0,1960,12,4,0,0,0,56,1,7,16,5,6,3,7,7,4,5,2.5,,3,.57258034
0,"BG",1,1944,8,4,1,0,1,50,4,6,12,5,4,5,7,7,3,,0,,4,1.1451607
0,"BG",1,1954,12,4,0,0,0,40,3,5,20,3,6,5,5,7,3,2.5,2.5,,4,.57258034
0,"BG",0,1956,10,4,0,0,0,50,3,4,15,5,2,,3,5,4,7.5,2.5,5,3,.530744
0,"BG",0,1938,8,4,1,0,0,56,1,6,12,2,6,2,2,7,2,0,0,0,1,1.061488
0,"BG",1,1967,8,4,0,1,1,45,1,6,12,,3,3,4,7,3,9,3,,,2.122976
0,"BG",1,1937,3,4,0,0,0,45,2,5,19,,2,4,3,7,3,5,2.5,5,5,.69650771
0,"BG",1,1940,4,4,0,0,0,48,1,3,15,4,3,5,2,6,3,4.5,1.5,2,1,.69650771
0,"BG",1,1977,12,4,0,0,0,55,3,2,14,2,5,3,2,6,2,1,0,,3,1.3930154
0,"BG",0,1938,8,4,1,0,1,50,1,7,26,5,4,4,4,7,3,4.5,1.5,1,0,1.3930154
0,"BG",1,1929,12,4,0,0,0,50,1,7,9,5,4,5,3,7,2,1.5,.5,1,1,.69650771
0,"BG",1,1958,12,4,1,0,0,45,4,3,12,5,4,5,2,3,4,1,3,,1,1.3930154
0,"BG",1,1941,7,4,0,0,1,50,1,5,17,5,5,5,4,7,3,3,4,4,0,.69650771
0,"BG",1,1974,6,4,0,1,0,30,1,2,7,4,4,5,3,7,1,5,0,,4,1.0544271
0,"BG",1,1971,7,4,1,1,1,40,1,3,7,5,4,5,2,7,1,10,0,,1,1.4059028
0,"BG",1,1935,3,4,0,0,1,,1,7,11,4,4,6,3,7,3,2.5,5,,5,.35147571
0,"BG",0,1980,8,4,0,0,1,,,1,10,6,1,6,0,0,1,8,2,0,0,.35147571
0,"BG",1,1973,3,4,1,1,0,48,1,2,3,6,2,5,0,7,1,2.5,0,,,1.4059028
0,"BG",0,1933,11,1,0,0,0,40,4,2,13,4,6,6,2,6,2,5,1,5,3,.47575281
1,"BG",1,1987,17,1,0,0,0,40,3,6,15,5,3,5,2,5,2,4.5,4,6,5,.95150562
0,"BG",1,1990,10,1,0,0,0,0,2,6,14,5,4,5,0,4,1,2.5,.5,,4,1.4272584
1,"BG",0,1995,11,1,0,0,0,0,2,7,18,5,5,5,2,3,3,3,3.5,6,5,1.4272584
0,"BG",1,1948,11,1,1,0,0,42,5,2,11,5,5,6,2,7,3,0,0,0,0,.95150562
0,"BG",1,1940,7,1,0,0,0,40,2,6,23,6,6,6,3,7,4,6.5,9,9,10,.47575281
0,"BG",1,1940,11,1,0,0,0,40,4,3,17,3,2,5,2,6,2,0,0,0,0,.56146483
0,"BG",0,1956,11,1,1,0,0,40,3,5,18,5,5,5,2,7,3,0,0,5,0,1.1229297
0,"BG",1,1947,11,1,1,0,0,40,3,4,8,5,5,5,7,7,4,0,1,0,0,.56146483
0,"BG",1,1988,8,1,0,1,1,0,3,6,19,5,1,5,2,6,3,4,0,8,,2.2458593
0,"BG",0,1962,17,1,1,0,0,50,2,5,11,2,6,2,2,3,3,1.5,2.5,,9,.56146483
0,"BG",1,1974,11,1,1,1,0,40,4,6,16,5,5,5,3,6,3,2,.5,2,0,1.1229297
0,"BG",1,1942,8,1,0,0,0,40,2,6,22,5,6,5,4,7,3,4,3,,6,.64160403
0,"BG",0,1938,8,1,1,0,0,48,5,6,20,4,3,5,7,7,3,7,5,4,3,1.0100955
0,"BG",0,1970,12,1,0,0,0,60,3,3,20,2,6,5,7,7,3,4,1.5,5,3,.50504775
0,"BG",1,1964,16,1,1,1,0,50,2,2,19,5,5,5,2,3,2,1,1,2,3,2.020191
0,"BG",1,1935,4,1,0,0,0,45,3,4,6,4,5,5,3,5,3,0,0,0,0,1.0100955
0,"BG",1,1937,16,1,0,0,1,40,3,4,20,4,6,5,6,7,3,5,2.5,7,5,.50504775
0,"BG",1,1943,11,1,1,0,1,40,3,2,13,4,2,4,3,7,2,,0,,0,.87797121
0,"BG",1,1985,12,1,0,0,0,45,3,2,13,4,6,6,1,2,3,3,3,6,5,1.3169568
0,"BG",1,1961,11,1,1,0,0,40,4,2,6,5,5,6,2,6,2,0,0,0,0,.87797121
0,"BG",1,1969,11,3,0,1,0,48,1,3,11,5,4,5,1,7,1,.5,0,1,2,.91560794
0,"BG",1,1970,11,3,1,1,0,56,2,3,13,4,4,4,1,7,2,2.5,1,3,5,.91560794
0,"BG",0,1962,11,3,1,0,0,40,3,4,6,5,5,6,2,4,2,1,0,1,3,.61040531
0,"BG",0,1993,8,3,0,0,0,40,3,7,10,5,5,4,0,7,1,.5,0,0,4,1.5260133
0,"BG",1,1956,12,3,1,0,0,40,1,4,8,5,5,5,1,4,2,1,0,2,4,.61040531
0,"BG",1,1958,8,3,1,1,0,40,1,2,12,4,3,3,1,5,2,2,1.5,0,2,1.2208106
0,"BG",0,1954,11,4,1,1,0,48,3,7,7,5,5,5,2,5,3,5,.5,5,1,1.8367707
0,"BG",0,1951,8,4,1,0,0,40,3,7,10,5,5,5,2,6,2,6,.5,7,1,1.2245138
0,"BG",1,1955,8,4,1,0,0,40,1,7,7,5,5,6,2,4,2,6,0,5,1,1.2245138
0,"BG",0,1937,7,4,0,0,0,35,4,7,5,5,5,5,2,7,3,5.5,0,,1,.6122569
0,"BG",0,1948,11,4,1,0,0,35,3,7,6,5,5,5,2,6,2,6.5,.5,5,1,1.2245138
0,"BG",0,1940,4,4,0,0,0,40,4,7,5,5,5,5,3,7,3,6,.5,5,4,.6122569
0,"BG",0,1955,8,4,0,0,0,40,3,7,7,5,4,5,1,4,2,9.5,.5,9,2,.97562014
0,"BG",1,1969,8,4,1,1,0,48,1,7,9,4,4,5,1,6,2,7.5,1.5,10,0,1.4634302
0,"BG",1,1978,8,4,1,1,1,40,1,6,6,5,4,5,1,6,1,10,2,,2,1.4634302
0,"BG",1,1971,8,4,0,0,0,24,1,6,5,5,5,6,1,6,2,9,0,0,1,1.4634302
0,"BG",1,1940,4,4,1,0,0,50,1,6,8,5,4,6,1,7,1,10,1,,1,.97562014
0,"BG",1,1924,0,4,0,0,1,50,1,6,6,5,4,6,1,5,1,10,0,,1,.48781007
0,"BG",1,1954,8,4,1,0,1,,1,6,11,5,4,4,3,5,3,7,0,6,5,.91474469
0,"BG",0,1975,11,4,0,0,0,40,1,4,10,6,5,5,4,6,3,7,0,5,5,.45737234
0,"BG",0,1945,8,4,0,0,0,,7,7,9,4,4,5,2,5,1,7.5,1,7,7,.45737234
0,"BG",0,1940,6,4,0,1,0,,3,4,6,,3,3,4,6,1,0,0,0,3,.91474469
0,"BG",1,1950,6,4,1,0,0,,7,4,6,,,,4,6,3,,0,,,.91474469
0,"BG",1,1978,8,4,1,1,0,,3,6,6,5,4,5,5,6,3,0,0,0,5,1.372117
0,"BG",1,1942,5,4,1,0,0,,7,4,6,,,,0,6,1,,0,,,.91474469
0,"BG",1,1972,8,4,1,1,0,,1,6,7,4,3,5,3,5,1,7.5,4.5,9,4,1.8294894
0,"BG",0,1972,11,4,1,1,0,40,1,7,11,5,6,6,3,7,3,5.5,0,8,4,.90397315
0,"BG",1,1958,5,4,1,1,1,,3,7,5,,,,0,7,1,,,,,1.5819529
0,"BG",1,1963,8,4,1,1,1,,3,4,8,5,2,4,0,7,1,8,0,6,5,.90397315
0,"BG",0,1974,11,4,0,1,0,,2,5,11,5,3,4,3,7,2,9,.5,7,4,1.1299664
0,"BG",0,1964,11,4,0,0,1,,1,4,18,4,4,3,4,7,2,9,.5,7,5,.45198657
0,"BG",0,1977,11,4,1,1,0,40,3,6,11,4,4,6,2,7,2,5,0,5,4,.90397315
0,"BG",0,1947,7,4,1,1,0,,2,2,18,,,5,5,7,3,6.5,.5,3,5,1.1299664
0,"BG",0,1953,6,4,0,1,1,,1,7,18,3,5,4,3,7,1,7,0,5,4,.90397315
1,"BG",0,1973,11,4,1,1,0,40,4,6,16,5,5,5,2,5,3,4,2,2,5,1.2834751
1,"BG",1,1940,8,4,0,0,0,0,7,4,22,4,4,4,1,3,2,3,3,3,3,.64173755
0,"BG",0,1968,11,4,1,1,0,40,4,5,10,4,5,5,2,7,3,5,3.5,4,6,1.9252126
0,"BG",1,1935,4,4,0,0,1,0,7,4,4,4,3,4,1,3,2,6,,,7,.64173755
1,"BG",0,1934,8,4,1,0,0,0,5,4,16,4,4,5,1,5,3,6,4.5,5,5,1.2834751
0,"BG",0,1952,11,4,0,0,0,40,3,4,13,4,4,4,1,4,2,4,3,6,3,.64173755
1,"BG",1,1940,8,4,0,0,0,0,7,4,12,4,4,4,1,6,2,4,4,4,5,.64173755
0,"BG",0,1953,8,4,1,0,0,60,4,2,14,2,3,5,2,4,2,4,2,,3,1.3038075
0,"BG",0,1948,11,4,0,0,0,50,4,5,15,6,4,6,3,5,4,3,2,5,4,.65190374
0,"BG",0,1953,8,4,1,0,0,70,3,4,15,2,5,4,1,2,2,3.5,1,5,2,1.3038075
1,"BG",0,1944,8,4,1,0,0,0,6,6,15,5,4,5,2,3,3,4.5,4.5,5,5,1.3038075
0,"BG",1,1943,4,4,1,0,0,50,5,3,15,,1,4,2,7,2,4.5,2.5,5,4,1.3038075
1,"BG",0,1939,4,4,0,0,1,0,5,5,18,4,6,4,2,4,2,4,3,4,3,.65190374
0,"BG",0,1948,8,4,0,0,0,60,5,5,20,4,6,6,2,5,3,6,5,6,5,.65190374
0,"BG",1,1945,4,4,1,0,0,,6,3,9,,1,3,1,6,2,5,1.5,,2,1.3038075
0,"BG",1,1938,14,1,0,1,0,35,3,6,10,5,5,6,1,7,4,1,0,0,0,.97458316
0,"BG",1,1938,14,1,0,0,0,30,3,2,9,5,3,5,2,7,1,3.5,.5,4,4,.48729158
0,"BG",1,1938,13,1,1,0,1,40,2,2,13,6,5,5,1,5,2,1,0,0,0,.97458316
0,"BG",0,1965,11,1,1,0,0,35,3,4,14,4,4,5,5,7,2,7.5,3.5,5,3,.97458316
0,"BG",0,1974,16,1,1,1,0,60,2,4,14,5,6,6,1,7,2,8,2.5,3,4,.97458316
0,"BG",1,1955,15,1,0,0,0,40,4,5,19,4,6,6,1,7,3,3,2.5,4,1,.44356989
0,"BG",0,1973,12,1,0,1,0,52,3,5,10,3,6,5,2,3,3,2,2.5,7,3,1.3307096
0,"BG",1,1975,11,1,1,1,0,48,3,6,9,3,6,5,1,5,3,2,0,4,4,1.3307096
1,"BG",1,1979,15,1,1,1,0,40,1,5,8,4,5,6,1,1,2,2,2,5,6,.88713977
0,"BG",1,1957,14,1,0,0,0,40,4,4,15,5,5,6,2,5,2,3,3.5,5,7,.88713977
0,"BG",0,1937,7,4,1,0,0,40,5,5,14,5,5,5,1,5,1,8,0,9,3,1.0055009
0,"BG",0,1939,7,4,1,0,0,40,5,2,14,6,5,5,2,6,1,10,7,10,2,1.0055009
0,"BG",1,1961,11,4,0,1,0,60,2,4,19,6,6,4,2,6,3,7,4,7,4,1.0055009
0,"BG",1,1948,7,4,1,0,1,40,3,7,15,5,4,6,2,5,2,6,2,9,6,1.0055009
0,"BG",1,1990,16,4,0,0,0,0,3,4,10,5,6,6,2,5,3,3,2,,4,1.0852202
1,"BG",0,1951,11,4,1,0,0,48,5,3,12,6,4,6,3,5,3,3.5,3.5,4,5,.72348012
0,"BG",1,1980,8,4,1,1,0,0,3,4,10,6,4,4,2,3,,,,,5,1.4469602
1,"BG",0,1948,12,4,1,0,0,48,3,2,9,5,5,5,7,7,3,2,1.5,2,4,.72348012
0,"BG",1,1981,16,4,1,1,0,40,1,6,25,5,5,5,2,5,1,5,0,5,3,.84002951
0,"BG",0,1937,7,4,0,0,0,40,5,7,8,4,5,5,5,7,2,1,.5,5,4,.42001475
0,"BG",0,1967,12,4,0,0,0,,2,6,8,2,4,5,2,4,2,5.5,2.5,5,5,.42001475
0,"BG",0,1956,10,4,1,1,0,40,3,3,16,3,5,4,2,2,2,6,1.5,5,1,1.2600442
0,"BG",1,1947,13,3,0,0,0,40,3,3,13,4,3,3,3,7,3,5.5,1.5,,0,.99981964
0,"BG",0,1957,11,3,1,0,0,,3,6,15,6,5,5,5,7,3,0,0,,3,.99981964
0,"BG",1,1981,8,3,1,1,0,60,2,6,3,5,5,3,2,4,1,6.5,0,0,0,.99981964
0,"BG",1,1939,14,3,0,0,0,24,1,2,10,6,4,5,5,7,3,4.5,4.5,10,7,.99981964
1,"BG",0,1947,8,4,1,1,0,48,3,2,22,6,4,4,2,7,3,4.5,3.5,3,3,1.2558724
0,"BG",0,1957,8,4,1,1,0,48,2,2,16,5,5,5,2,7,3,4.5,5,5,4,1.2558724
1,"BG",0,1960,8,4,1,1,0,48,3,2,12,6,5,5,2,6,3,2.5,2.5,4,5,1.2558724
0,"BG",0,1939,4,4,1,1,0,48,3,2,11,4,5,5,1,3,3,2.5,1.5,4,4,.94190428
1,"BG",0,1968,8,4,0,1,0,0,2,3,19,5,5,5,3,6,2,4,3.5,5,5,.94190428
1,"BG",1,1945,8,4,0,1,0,0,3,2,19,3,5,5,4,6,,3.5,4,4,3,.94190428
1,"BG",0,1963,10,4,0,0,0,48,3,3,11,4,4,4,3,5,3,1.5,1.5,4,2,.3139681
0,"BG",0,1935,12,4,0,0,0,50,3,2,16,4,4,4,5,7,3,4,5,8,3,.68215398
0,"BG",0,1972,12,4,1,0,0,45,4,3,29,5,5,6,3,5,3,6,5,4,2,1.364308
0,"BG",0,1940,12,4,1,0,0,55,2,2,13,6,4,4,2,4,3,4,3.5,3,4,1.364308
0,"BG",1,1962,12,4,1,0,0,40,4,4,13,5,4,4,3,6,2,3,2,2,2,1.364308
0,"BG",1,1930,4,4,1,0,0,45,1,4,22,5,1,3,2,7,2,3,3.5,5,1,1.364308
0,"BG",0,1943,12,4,0,0,0,50,4,3,10,4,3,3,3,3,3,3,2,3,3,.68215398
0,"BG",1,1934,12,4,0,0,0,42,4,3,14,5,4,5,7,7,4,4,4.5,6,4,.68215398
0,"BG",1,1946,12,4,1,0,1,40,5,2,15,3,3,4,2,5,2,3.5,4.5,4,4,1.364308
0,"BG",0,1968,14,1,0,0,0,48,3,4,20,5,5,6,3,6,,2,.5,2,2,.82406634
0,"BG",0,1935,3,1,1,0,0,42,3,2,9,5,3,3,0,1,1,2,1.5,1,2,.82406634
0,"BG",0,1970,15,1,0,0,0,40,4,4,12,1,5,5,3,3,2,3.5,3.5,5,4,1.2360995
0,"BG",1,1938,12,1,1,0,0,42,2,2,13,5,4,5,2,3,3,1.5,1.5,5,3,.82406634
0,"BG",1,1941,12,1,0,0,0,40,5,3,13,2,5,5,3,6,2,3.5,4.5,3,4,.41203317
0,"BG",0,1974,4,1,1,1,0,20,4,6,15,5,3,4,1,2,1,3,4,2,4,1.2360995
0,"BG",1,1937,12,1,1,1,1,50,3,5,12,3,,1,3,4,3,2.5,3,4,3,2.1283365
0,"BG",0,1976,17,1,0,0,0,48,3,5,13,1,5,5,1,3,2,6,5,4,3,.70944553
0,"BG",1,1968,17,1,1,1,0,40,3,5,15,3,5,4,1,2,2,4,3.5,7,3,.70944553
0,"BG",0,1947,17,1,1,0,0,50,2,5,12,3,6,6,3,4,3,3,3,5,4,.70944553
0,"BG",1,1971,17,1,1,1,0,40,2,5,12,3,5,5,1,2,2,2.5,2.5,5,2,1.0641683
0,"BG",0,1929,12,1,0,0,0,40,2,2,11,4,4,5,3,5,3,2,2.5,2,3,.70944553
1,"BG",1,1959,20,1,1,0,0,40,4,5,15,4,6,6,1,1,2,3.5,3.5,4,5,.70944553
0,"BG",1,1981,12,1,1,1,0,48,4,4,13,3,4,5,1,2,1,3.5,3.5,6,3,.79419486
0,"BG",1,1926,11,1,1,0,1,40,3,7,18,6,6,6,2,7,2,7.5,7.5,,4,.79419486
0,"BG",1,1980,0,1,0,1,1,20,6,7,6,5,3,4,3,3,2,2,2,4,4,1.1912923
0,"BG",0,1932,0,1,1,0,1,40,2,3,6,2,4,4,2,5,1,0,0,0,4,.79419486
0,"BG",1,1940,8,1,0,0,1,42,3,7,13,4,3,3,2,7,2,3,3.5,,5,.39709743
0,"BG",0,1946,13,4,1,0,0,40,3,5,15,2,4,4,4,5,2,3.5,4.5,7,4,1.2787914
0,"BG",0,1946,12,4,1,0,0,60,4,3,13,4,4,5,3,4,2,3.5,3.5,4,3,1.2787914
0,"BG",0,1963,15,4,0,0,0,50,3,4,14,2,4,5,1,2,3,6.5,6,9,5,.6393957
0,"BG",1,1946,12,5,0,0,0,40,5,3,8,3,4,4,4,6,3,2.5,2,2,3,.6393957
0,"BG",1,1949,12,4,0,0,0,40,4,3,14,2,4,5,3,4,2,3,3,6,3,.6393957
0,"BG",1,1974,12,3,0,1,0,55,3,4,19,6,6,6,1,7,1,3,1,6,2,1.6333612
0,"BG",0,1938,7,3,0,0,0,60,3,7,21,6,6,6,4,7,4,6,5,5,4,.54445374
1,"BG",1,1967,17,3,0,1,0,30,4,3,21,6,5,6,2,3,2,4,4,5,2,2.177815
0,"BG",0,1949,13,3,1,0,0,,5,7,19,5,6,5,0,0,4,0,0,0,1,1.0889075
0,"BG",1,1947,10,3,0,0,0,50,3,6,11,6,4,4,1,7,1,3.5,2.5,3,3,.54445374
0,"BG",1,1931,7,3,0,0,0,48,1,1,19,6,4,,0,0,,4,2.5,,,.68087668
0,"BG",0,1944,12,3,1,0,0,120,3,4,12,4,6,4,2,7,3,3.5,1.5,5,5,1.3617534
0,"BG",1,1934,4,3,1,0,0,80,4,2,13,5,4,5,0,0,3,4,2,,2,1.3617534
0,"BG",1,1932,7,3,0,1,1,40,5,2,19,4,2,5,1,2,2,3,4,5,2,1.3617534
0,"BG",1,1928,11,3,0,0,1,55,2,5,17,6,6,6,4,7,4,2,1.5,4,1,.68087668
0,"BG",1,1968,13,4,1,0,0,48,3,3,23,5,5,6,2,5,2,1,.5,1,2,.96915178
0,"BG",0,1986,12,4,0,0,0,46,3,5,14,5,6,5,2,5,2,2,1,1,1,1.4537276
0,"BG",1,1931,8,4,0,0,0,49,3,2,7,4,3,5,1,2,1,1.5,1,2,1,.48457589
0,"BG",0,1960,12,4,0,0,0,45,3,4,29,6,5,6,3,6,2,2,2.5,2,1,.96915178
0,"BG",1,1950,13,4,1,0,1,50,2,2,19,5,5,6,3,5,2,1.5,1,2,1,.96915178
0,"BG",0,1957,12,4,,0,0,30,3,4,16,6,6,5,1,6,2,2.5,2,1,2,.96915178
1,"BG",1,1968,16,1,0,1,0,40,3,6,16,4,4,4,2,6,3,0,0,0,2,.97707679
0,"BG",1,1953,16,1,0,0,0,20,2,4,13,5,2,2,3,6,3,5,3,4,3,1.4656152
0,"BG",1,1939,11,1,1,0,0,42,2,6,10,5,4,5,3,7,3,0,0,3,0,.97707679
1,"BG",1,1957,17,1,0,1,0,32,3,5,17,6,5,5,3,6,3,3,4,5,7,.97707679
1,"BG",1,1933,11,1,0,0,1,,1,5,17,4,6,5,3,6,3,5,3.5,6,3,.4885384
0,"BG",0,1967,11,1,1,1,0,70,5,6,9,4,4,5,2,6,2,.5,.5,3,0,1.4656152
0,"BG",1,1974,12,1,1,1,0,48,1,6,22,4,3,5,2,6,3,3,2,2,3,1.5531212
0,"BG",1,1938,11,1,0,0,1,48,3,5,13,5,5,6,4,7,3,2.5,2.5,1,0,.51770707
0,"BG",1,1961,15,1,1,0,0,40,3,4,14,4,4,5,2,5,1,0,0,0,0,1.0354141
0,"BG",0,1951,13,1,1,1,0,45,1,2,13,5,6,6,4,4,3,4,2.5,7,0,1.5531212
0,"BG",0,1978,11,1,1,1,0,40,3,3,12,5,5,5,2,7,3,6.5,5,4,3,1.0354141
0,"BG",1,1952,11,1,0,0,0,112,4,7,9,6,5,6,0,0,3,1,.5,0,2,.51770707
0,"BG",1,1968,11,1,0,1,0,40,3,5,22,5,5,6,2,4,2,7,,,,1.0354141
0,"BG",0,1957,8,4,1,1,0,48,1,6,10,3,4,4,4,7,3,3,1,6,5,2.1750768
0,"BG",1,1957,11,4,1,0,0,32,1,7,15,4,5,4,2,7,2,0,0,0,2,1.0875384
0,"BG",0,1930,8,4,1,0,0,,1,6,14,3,5,5,2,7,1,,,,,.72502563
0,"BG",1,1935,11,4,0,0,0,40,1,7,4,5,5,5,2,7,2,5,3,,3,.36251281
0,"BG",1,1963,8,4,0,1,0,32,1,7,13,3,4,4,2,7,3,5,3.5,5,,1.0875384
0,"BG",0,1943,15,4,0,1,0,40,2,7,17,5,5,5,4,7,4,5.5,6.5,5,6,.72502563
0,"BG",0,1948,12,3,1,0,0,40,3,6,16,6,5,4,3,7,3,3.5,4,5,4,.99890203
0,"BG",1,1932,8,3,0,0,0,40,2,5,15,5,4,4,1,6,2,5,3,5,,.49945102
0,"BG",0,1962,16,3,1,1,0,46,2,7,11,6,6,6,2,6,3,0,0,1,2,1.498353
1,"BG",1,1960,11,3,0,0,0,48,3,6,9,2,2,2,2,4,1,3.5,2.5,5,2,1.498353
0,"BG",0,1942,16,3,0,0,0,40,2,6,20,4,5,4,2,6,3,3.5,3,5,4,.49945102
0,"BG",1,1961,12,3,1,0,0,40,3,6,19,4,4,4,1,3,3,3,3.5,,4,.99890203
0,"BG",1,1935,8,4,0,0,0,50,2,7,21,6,3,5,4,7,2,10,5,,0,.38714101
0,"BG",1,1947,14,4,0,0,1,20,3,7,22,6,6,6,7,7,3,9,6,10,7,.77428203
0,"BG",0,1988,12,4,0,0,0,,2,7,10,5,6,5,1,3,2,5.5,4,,7,1.5485641
0,"BG",1,1986,12,4,0,1,1,50,2,7,5,4,6,4,2,7,2,7,1,5,4,1.5485641
0,"BG",0,1956,12,4,0,0,0,60,1,6,15,3,6,4,3,6,1,1,0,6,1,.38714101
0,"BG",1,1964,11,4,1,1,0,40,2,7,4,4,5,4,4,6,,5,0,2,0,2.322846
0,"BG",1,1948,11,4,0,0,1,25,2,6,5,4,5,5,2,7,3,6.5,1.5,7,0,.38714101
1,"BG",1,1942,11,4,1,0,0,,4,7,11,5,6,5,2,6,3,9,5,,7,.77428203
0,"BG",0,1936,7,3,1,0,0,40,2,4,21,3,4,4,7,7,3,0,0,0,0,.68618637
0,"BG",0,1955,8,3,0,1,0,40,3,5,20,3,4,5,7,7,3,0,0,0,1,1.0292795
1,"BG",0,1946,11,3,1,1,0,50,2,6,17,5,6,5,5,7,4,.5,1,0,3,1.0292795
0,"BG",0,1971,8,3,0,0,0,40,4,6,12,4,5,5,2,5,2,0,0,0,3,1.7154659
0,"BG",0,1954,12,3,1,1,0,40,2,4,15,4,6,5,7,7,3,0,0,1,5,1.3723727
0,"BG",1,1960,12,3,1,0,0,40,4,3,7,4,4,4,5,7,3,0,0,0,3,.68618637
0,"BG",1,1963,17,3,1,0,0,40,3,4,16,5,5,6,2,6,2,6,5,3,3,.68618637
0,"BG",1,1954,12,3,1,1,0,40,3,6,17,3,3,5,5,7,3,9,9,9,0,1.0292795
0,"BG",1,1952,14,4,1,1,0,40,3,4,17,6,5,5,7,7,4,5,5,3,5,1.6826296
0,"BG",1,1980,11,4,0,1,0,40,3,3,6,6,5,4,4,7,1,0,0,0,3,1.2619722
0,"BG",0,1932,7,4,1,0,0,42,2,6,18,5,4,4,5,7,4,6,7,10,5,.8413148
0,"BG",0,1961,12,4,1,1,0,40,3,5,8,3,4,4,7,7,3,5,0,3,6,.8413148
0,"BG",1,1943,11,4,1,1,0,40,3,6,17,5,6,3,5,7,2,1.5,0,3,3,1.6826296
0,"BG",0,1981,12,4,0,0,0,40,1,6,7,2,5,4,2,4,1,0,0,0,1,.4206574
0,"BG",1,1949,11,4,0,1,0,40,4,6,15,5,5,5,3,7,3,5,2.5,2,9,.8413148
0,"BG",1,1944,7,4,0,1,0,40,3,4,13,5,4,5,5,7,2,3,1.5,,1,.8413148
0,"BG",1,1957,11,4,1,0,0,54,3,7,9,3,6,5,3,7,3,5,5,5,4,1.4416131
1,"BG",0,1948,12,4,1,0,0,55,1,6,15,5,5,5,3,7,3,0,0,,5,1.4416131
0,"BG",1,1952,11,4,0,0,1,47,2,7,11,3,5,5,2,7,3,3.5,2,5,4,.72080657
0,"BG",1,1944,8,4,0,0,0,0,1,5,11,4,5,,1,7,1,,,,3,.72080657
0,"BG",1,1977,17,3,0,1,0,30,2,7,6,4,6,4,2,4,2,0,0,0,0,.39758646
0,"BG",1,1967,16,3,1,1,0,40,2,6,6,4,6,5,2,4,2,0,0,2,1,1.1927593
0,"BG",0,1973,12,3,1,1,0,40,3,4,3,2,5,5,2,4,2,0,0,,0,1.1927593
0,"BG",0,1938,8,3,1,0,0,50,1,4,3,5,4,4,7,7,3,0,0,,1,.79517291
0,"BG",0,1981,12,3,1,1,0,48,1,5,7,4,5,5,1,5,1,0,0,,2,.79517291
0,"BG",1,1960,12,3,1,0,0,50,2,6,3,4,6,5,2,7,2,0,1.5,3,0,.79517291
1,"BG",0,1930,7,3,0,0,0,48,2,2,16,5,6,5,6,7,3,3,3,4,3,.39758646
1,"BG",1,1987,11,3,1,1,1,40,3,7,3,4,6,5,1,7,1,0,0,,2,1.5903458
0,"BG",0,1958,8,4,1,1,0,40,1,6,19,3,6,4,2,6,1,0,,,2,2.0823228
0,"BG",0,1933,4,4,1,0,0,48,1,4,13,6,6,6,7,7,3,0,2,5,2,.83292911
0,"BG",1,1961,11,4,1,0,0,40,2,7,15,5,5,5,2,7,3,0,,,4,.83292911
0,"BG",0,1968,12,4,0,0,0,60,1,7,6,2,5,4,3,7,2,0,0,0,1,.41646456
0,"BG",1,1939,3,4,0,0,0,48,3,7,17,6,5,6,2,7,1,0,0,5,2,.41646456
0,"BG",1,1961,11,4,0,0,1,40,2,6,10,4,5,5,1,7,1,.5,1,4,2,.83292911
0,"BG",0,1962,11,4,0,0,1,40,1,7,13,5,5,5,2,7,1,,,,2,.41646456
0,"BG",0,1978,12,4,0,0,0,40,1,6,14,3,6,5,4,7,3,1,2.5,3,2,1.2493936
0,"BG",1,1954,12,4,1,0,1,40,3,6,16,4,6,5,5,7,3,.5,3.5,,3,1.2697343
0,"BG",0,1954,8,4,0,0,1,40,1,7,12,5,6,4,0,0,1,0,0,,0,.63486714
0,"BG",1,1952,11,4,1,0,1,40,2,5,7,4,6,6,0,0,3,6,5.5,9,3,1.2697343
1,"BG",0,1942,11,4,1,0,1,40,3,5,18,5,6,6,2,3,3,8,5.5,5,3,1.2697343
0,"BG",0,1943,12,4,0,0,1,72,3,7,12,4,5,5,3,7,3,5,1,8,2,.63486714
0,"BG",1,1944,8,4,0,1,1,40,3,4,10,5,6,6,5,7,2,.5,0,5,2,1.2697343
0,"BG",0,1949,11,4,0,0,1,40,3,7,5,5,6,5,2,7,4,9.5,2.5,,3,1.2697343
1,"BG",0,1984,12,3,0,0,0,52,3,7,23,4,5,5,2,6,2,5.5,3.5,5,6,1.12585
0,"BG",0,1966,12,3,0,0,0,50,2,6,12,4,5,4,2,6,2,2,1.5,5,4,1.12585
