volact,cntry,female,yrbrn,eduyrs,domicil,married,children,houseperson,wkhtot,church,sclmeet,social_trust,tolerance,self_realisation,solidarity,tvpol,tvtot,political_interest,trust_exe,trust_leg,trstep,stfdem,dweight
0,"GR",0,1937,14,4,1,0,0,30,6,6,17,5,6,5,2,3,3,9,6,,10,.8416
0,"GR",1,1959,9,4,1,1,0,0,3,2,17,5,4,5,7,7,1,9.5,3.5,7,7,1.6832
0,"GR",0,1936,6,4,1,0,0,80,5,6,12,6,6,6,2,7,3,7.5,5,8,7,.8416
0,"GR",1,1920,0,4,1,1,0,0,7,4,11,4,2,5,1,2,1,10,,,10,.8416
0,"GR",1,1923,2,4,0,0,1,0,5,1,8,5,4,4,1,6,1,10,0,,10,.4208
0,"GR",0,1947,12,4,1,0,0,40,5,6,9,3,5,4,5,6,1,6.5,2.5,10,5,.8416
0,"GR",1,1940,0,4,0,0,0,0,4,2,3,1,1,4,0,0,1,10,6,,10,2.104
1,"GR",0,1961,6,4,0,0,0,40,4,7,9,5,5,5,6,7,2,7.5,0,10,10,.4208
0,"GR",1,1928,3,4,0,0,0,60,5,2,2,5,5,5,0,0,1,10,10,,,.4208
1,"GR",1,1931,0,4,1,1,0,48,5,2,2,6,5,5,2,7,1,3.5,0,,4,2.104
0,"GR",1,1929,6,4,1,0,0,48,5,2,6,6,4,6,1,4,2,6.5,0,,10,.8416
0,"GR",1,1969,9,4,0,0,0,40,4,5,10,5,5,5,2,4,1,4,2,1,7,1.2624
0,"GR",0,1958,16,4,1,1,0,40,3,4,4,4,6,6,4,5,1,0,0,,0,1.2624
0,"GR",0,1932,2,4,1,0,0,50,3,5,7,5,4,4,7,7,4,6.5,5.5,2,9,.8416
0,"GR",0,1944,20,4,1,0,0,40,4,4,8,5,5,4,4,4,3,7,5,6,5,1.6832
0,"GR",1,1973,6,4,1,1,0,0,4,5,11,3,3,3,0,7,1,7,5,,4,1.6832
0,"GR",0,1986,12,4,0,0,0,0,3,5,5,4,5,4,0,7,2,9.5,6.5,4,1,2.104
0,"GR",0,1924,6,4,1,1,0,50,5,4,9,4,5,4,4,7,4,8,6,5,5,1.2624
0,"GR",1,1963,12,4,0,0,0,40,3,2,12,5,5,4,1,7,3,9.5,5.5,10,10,1.6832
0,"GR",0,1950,12,1,1,1,0,100,5,2,6,6,5,6,7,7,3,4,5,7,3,.8416
0,"GR",0,1981,15,1,0,0,0,0,2,6,21,4,5,4,1,4,2,6.5,4.5,8,9,.4208
0,"GR",1,1935,12,1,1,0,0,40,5,6,10,4,4,5,0,2,1,7,3.5,6,5,.8416
0,"GR",1,1980,16,1,0,0,0,32,2,7,16,5,6,5,1,4,2,6,3,3,4,.4208
1,"GR",0,1983,12,1,0,0,0,48,3,3,12,5,5,5,2,3,3,3.5,6.5,7,8,.4208
0,"GR",0,1921,12,1,0,0,0,40,2,7,8,5,5,4,3,3,4,5.5,4.5,3,2,.4208
0,"GR",0,1978,17,1,0,0,0,0,4,5,15,4,5,5,2,2,3,6,6,7,6,.4208
1,"GR",0,1980,17,1,0,0,0,0,3,6,18,5,6,6,2,4,4,5.5,5,4,5,.4208
0,"GR",1,1982,15,1,0,0,0,0,3,7,17,4,6,4,1,6,1,4.5,3,5,7,.4208
0,"GR",0,1956,17,1,1,0,0,60,,2,22,5,6,5,5,6,4,3,2.5,4,4,.8416
0,"GR",1,1932,6,1,0,0,0,40,5,6,8,6,4,6,1,7,1,7,5,3,2,.4208
0,"GR",1,1960,12,1,1,1,0,50,3,6,23,5,5,4,2,6,3,3.5,3,6,4,1.6832
0,"GR",1,1948,6,1,1,1,0,0,4,5,7,6,3,4,4,5,2,4,1.5,2,5,1.2624
0,"GR",1,1982,15,1,0,0,0,0,6,7,9,5,5,5,1,2,3,5.5,3,6,5,2.104
0,"GR",0,1921,6,1,1,0,0,46,5,6,14,6,5,6,4,7,3,3.5,4.5,7,2,.8416
0,"GR",1,1969,12,1,1,1,0,50,4,4,12,5,5,6,2,2,4,5.5,4.5,7,8,.8416
0,"GR",0,1927,4,1,1,0,0,40,3,1,7,4,4,4,3,4,4,3,2,4,2,.8416
0,"GR",1,1934,8,1,1,0,0,60,5,1,13,5,4,5,2,5,1,7,0,,5,.8416
0,"GR",0,1974,17,1,0,1,0,60,3,6,18,5,5,4,1,4,3,1.5,.5,3,0,2.104
0,"GR",0,1940,6,1,0,0,0,35,3,1,8,3,4,4,0,0,1,9.5,2,4,4,.4208
0,"GR",0,1925,8,1,1,0,0,50,5,4,16,5,4,4,3,3,2,9.5,2.5,5,4,.8416
0,"GR",0,1986,10,1,0,0,0,0,2,2,31,6,6,6,7,7,4,9,7.5,0,10,1.2624
0,"GR",1,1965,16,1,1,1,0,0,4,4,11,5,5,5,0,5,2,7.5,6,7,7,.8416
0,"GR",0,1967,16,1,1,1,0,70,4,2,12,5,5,6,7,7,2,4,3.5,4,6,.8416
0,"GR",0,1966,12,1,0,0,0,50,5,3,15,6,6,5,3,4,2,8,5,8,9,.8416
0,"GR",0,1957,12,1,0,0,0,8,3,2,15,4,6,5,5,6,1,9.5,4,,2,.4208
0,"GR",0,1977,12,1,0,0,0,12,2,6,9,5,5,5,2,4,2,1,1,4,0,1.6832
0,"GR",1,1945,5,1,0,1,0,0,4,2,13,5,4,5,4,7,1,9,4.5,6,5,.8416
1,"GR",0,1960,22,1,0,0,0,21,4,2,23,6,4,6,2,6,1,5,3.5,5,4,.4208
1,"GR",0,1955,12,1,1,0,0,38,4,5,12,5,5,5,3,4,3,3,3.5,6,5,.8416
0,"GR",1,1977,15,1,0,0,0,0,1,7,18,6,6,4,1,2,4,1.5,1,0,5,.4208
0,"GR",0,1933,12,1,1,0,0,,5,6,19,5,5,4,3,5,2,1.5,4.5,5,0,.8416
1,"GR",0,1980,16,1,0,0,0,0,2,7,16,4,5,5,2,4,4,5,5,6,6,.4208
0,"GR",1,1973,12,1,0,1,0,30,3,6,4,5,6,5,3,7,3,5,3,6,5,.8416
0,"GR",1,1970,16,1,1,1,0,21,3,2,3,4,5,5,3,7,3,4.5,3,5,8,.8416
0,"GR",1,1980,6,1,1,1,0,0,4,5,3,5,4,4,1,6,3,7,1.5,5,0,.8416
0,"GR",0,1975,13,1,0,0,0,48,4,5,16,5,5,5,0,1,1,9,5,9,9,1.2624
0,"GR",0,1972,12,1,0,0,0,54,3,5,3,5,5,5,2,7,2,6,8.5,7,7,1.2624
0,"GR",1,1973,8,3,1,1,0,70,3,4,13,5,5,4,2,7,1,5,0,5,5,.8416
1,"GR",1,1970,12,1,1,1,0,50,4,5,15,5,5,5,1,2,2,7.5,3.5,10,10,.8416
1,"GR",0,1979,17,1,0,0,0,10,3,6,18,5,6,5,2,5,2,9,6,10,9,.4208
0,"GR",1,1980,12,1,1,0,0,8,3,4,3,5,5,5,4,7,3,0,2,5,0,.8416
0,"GR",0,1971,16,1,0,0,0,10,2,6,12,6,6,5,1,3,1,0,0,0,1,.8416
0,"GR",1,1929,16,1,1,0,0,60,5,2,3,4,5,5,3,3,1,7,5.5,,0,.8416
1,"GR",1,1979,17,3,0,0,0,0,4,4,3,5,6,6,1,2,4,2.5,4,6,4,.4208
1,"GR",0,1986,12,1,0,0,0,0,2,6,13,5,6,5,2,5,1,6,3.5,6,7,.8416
0,"GR",0,1987,9,1,0,0,0,0,3,7,15,6,6,6,1,6,3,8.5,8,9,8,1.2624
0,"GR",1,1952,15,1,0,1,0,0,2,4,6,5,5,5,1,4,2,4.5,2,3,10,1.6832
0,"GR",1,1971,12,1,1,0,0,0,4,5,4,6,6,5,4,7,2,0,0,0,0,2.104
0,"GR",0,1921,8,1,0,0,0,48,5,6,15,5,6,5,4,7,3,9,9,10,9,.4208
0,"GR",1,1935,9,1,0,0,0,0,7,2,25,6,5,6,0,7,1,10,8.5,10,8,.4208
0,"GR",1,1982,15,1,0,0,0,48,3,7,11,6,6,6,1,7,3,7.5,6.5,8,4,.4208
0,"GR",0,1924,0,1,1,0,0,,4,2,18,6,6,4,2,7,2,9.5,4.5,9,7,.8416
0,"GR",1,1932,12,1,0,0,0,0,2,6,5,6,6,5,1,7,1,10,5.5,4,10,.4208
0,"GR",1,1950,6,1,0,0,0,48,2,2,3,6,6,4,0,2,1,8,3,6,4,.4208
0,"GR",0,1982,14,3,0,0,0,0,2,7,16,5,6,6,0,1,1,5,4,5,8,2.104
0,"GR",0,1982,15,1,0,0,0,35,2,7,3,4,4,5,1,1,2,0,2,,0,.4208
0,"GR",0,1964,12,1,0,0,0,45,3,7,5,6,6,5,5,7,2,6.5,4,7,6,.4208
0,"GR",0,1945,9,1,1,0,0,75,3,7,6,5,5,4,0,6,1,7.5,4.5,7,6,.8416
0,"GR",0,1962,16,1,0,0,0,,3,6,27,6,6,6,7,7,4,8.5,8,8,3,1.6832
0,"GR",1,1933,6,3,0,0,0,0,7,4,18,6,4,6,0,0,1,6,3,3,7,.8416
0,"GR",1,1969,6,1,0,1,0,15,4,6,6,5,5,5,3,7,2,2,3,,2,.4208
1,"GR",0,1944,12,1,1,0,0,38,5,3,13,5,5,5,4,6,3,9,7,5,5,.8416
0,"GR",0,1988,9,1,0,0,0,0,4,4,22,5,5,6,1,3,2,8,5,7,9,1.2624
1,"GR",0,1986,11,1,0,0,0,0,4,7,17,5,5,5,2,4,3,7,3,,6,1.2624
0,"GR",0,1965,12,1,1,1,0,80,2,2,15,5,5,5,2,3,1,6.5,3,7,5,.8416
0,"GR",1,1958,12,1,1,1,0,20,5,2,16,5,5,5,4,7,2,8,5.5,7,5,.8416
0,"GR",1,1949,6,1,1,0,0,0,2,1,10,5,3,6,1,2,1,5,2,5,4,.8416
0,"GR",1,1970,11,1,0,1,0,30,5,6,9,5,5,4,1,4,2,7,4,5,4,1.2624
0,"GR",0,1925,12,1,1,0,0,,3,6,9,6,,,2,6,2,5,1,5,3,.8416
0,"GR",1,1930,4,4,0,0,0,0,3,2,7,5,5,4,2,2,1,5,4,7,5,.4208
0,"GR",1,1938,2,4,1,0,0,70,5,2,12,4,4,5,2,7,1,7,4,5,5,.8416
1,"GR",0,1940,6,4,1,0,0,80,4,5,5,5,5,6,4,4,4,6,1,9,2,.8416
0,"GR",0,1930,1,4,1,1,0,70,3,1,10,5,4,4,2,3,3,10,3,9,8,1.6832
0,"GR",0,1969,7,4,1,1,0,50,3,2,19,3,5,4,3,7,2,5.5,2.5,3,4,1.6832
0,"GR",1,1948,3,4,0,1,0,60,3,1,6,5,5,4,5,7,4,6,4,4,5,.8416
0,"GR",0,1973,9,4,1,1,0,80,5,3,6,4,4,4,3,7,2,6,3.5,7,6,.8416
0,"GR",1,1981,15,3,0,0,0,0,3,2,11,5,5,5,1,3,3,4.5,2.5,5,6,1.2624
0,"GR",1,1935,6,4,1,0,0,60,4,2,5,4,5,6,2,3,3,9,4.5,5,5,.8416
0,"GR",0,1977,6,4,0,0,0,68,4,2,17,4,6,4,1,1,3,7,4.5,9,2,2.5248
0,"GR",0,1971,16,2,0,0,0,40,2,4,17,5,5,5,2,3,3,6.5,5.5,8,7,.8416
0,"GR",0,1965,18,2,0,0,0,55,2,4,5,5,5,5,0,1,1,5,2.5,6,6,.4208
0,"GR",0,1968,12,2,1,1,0,60,2,6,15,6,5,5,0,2,1,8.5,7.5,9,8,.8416
0,"GR",1,1959,16,2,0,0,0,40,4,4,7,5,5,6,0,1,1,7.5,6.5,9,3,1.2624
0,"GR",1,1943,8,2,1,0,0,40,3,4,10,4,3,4,0,1,1,6.5,2.5,6,7,.8416
0,"GR",0,1972,12,2,1,0,0,60,2,4,11,5,5,5,0,1,1,6.5,7,6,2,.8416
0,"GR",0,1958,6,2,1,1,0,40,4,3,10,4,6,5,0,1,2,4.5,3,6,2,1.6832
0,"GR",1,1943,12,3,1,1,0,36,5,2,12,4,5,5,2,4,2,5,5,8,8,1.2624
0,"GR",0,1963,6,3,1,0,0,52,2,7,6,5,6,6,4,7,3,1,1,1,1,.8416
1,"GR",0,1957,6,3,1,1,0,,2,3,18,6,6,6,2,3,2,2.5,2.5,5,6,.8416
0,"GR",1,1927,6,3,1,0,0,,4,1,14,5,5,6,1,7,2,6,5,5,10,.8416
1,"GR",1,1974,12,3,1,1,0,77,5,2,11,6,6,6,2,7,2,6,3,5,5,.8416
0,"GR",1,1963,9,3,1,1,0,0,2,2,9,5,6,6,2,6,3,7,3.5,5,9,1.6832
0,"GR",1,1983,14,3,0,0,0,0,2,4,13,6,6,5,2,2,2,6.5,5,8,5,1.6832
0,"GR",1,1949,6,3,1,0,0,10,5,4,11,4,4,5,3,7,3,2.5,5,5,5,.8416
0,"GR",1,1930,3,2,0,0,0,13,5,1,7,5,5,5,0,2,2,4,3.5,3,7,.4208
0,"GR",1,1950,8,3,1,0,0,60,4,1,17,3,5,5,2,4,2,8,3,5,10,.8416
0,"GR",0,1972,6,3,1,1,0,65,3,3,14,6,5,6,1,7,1,8,6.5,7,6,.8416
0,"GR",0,1980,12,1,0,0,0,0,3,7,16,6,5,4,3,4,3,8,7,8,9,.4208
0,"GR",0,1983,12,1,0,0,0,0,2,2,16,5,5,6,1,7,2,4.5,5.5,8,8,.4208
0,"GR",0,1942,16,1,0,0,0,50,1,2,11,5,5,4,2,2,1,5,4,6,5,1.2624
0,"GR",0,1953,16,1,1,1,0,60,2,3,12,6,6,4,2,2,1,8.5,4.5,7,5,.8416
0,"GR",1,1946,12,1,1,1,0,0,5,3,23,5,5,6,0,3,1,3.5,4,5,6,1.6832
0,"GR",1,1968,12,1,1,1,0,0,3,6,22,6,6,5,1,2,3,8,6.5,9,9,.8416
0,"GR",1,1927,4,1,0,0,0,0,5,4,13,6,5,6,2,5,1,8,3,2,5,.4208
1,"GR",1,1973,6,4,1,1,0,42,3,3,3,5,6,5,2,7,2,6,1,8,0,.8416
1,"GR",1,1939,6,4,0,0,0,40,5,2,9,5,6,6,6,7,1,2,0,,3,.4208
0,"GR",1,1972,6,4,0,1,0,35,5,3,3,5,5,5,1,2,2,10,0,2,,.8416
0,"GR",0,1965,12,4,1,1,0,70,3,4,19,5,5,5,0,4,2,8,7,8,7,.8416
1,"GR",0,1975,9,4,1,0,0,60,3,5,5,6,5,5,2,5,3,5,0,0,1,.8416
0,"GR",1,1928,2,4,0,0,0,50,5,1,3,5,5,5,2,6,1,8,6.5,,4,.4208
0,"GR",1,1938,0,4,0,0,0,0,5,7,8,5,4,5,0,7,1,10,8,10,10,.4208
0,"GR",0,1946,6,4,1,0,0,80,4,1,14,5,6,5,1,7,2,8.5,1,3,2,.8416
1,"GR",0,1937,6,4,1,0,0,60,4,7,10,6,6,6,5,7,4,6.5,5.5,,6,.8416
1,"GR",0,1944,6,4,1,0,0,60,5,7,4,6,6,6,3,7,4,5,6,,6,.8416
0,"GR",1,1927,3,4,1,0,0,50,5,6,9,6,4,6,1,4,1,7.5,5,,4,.8416
1,"GR",0,1941,6,4,1,0,0,70,4,7,17,6,6,6,4,7,4,7.5,7,7,7,.8416
0,"GR",1,1939,0,4,1,0,0,0,5,7,17,5,5,5,1,7,1,9,0,,7,.4208
0,"GR",1,1966,9,4,0,0,0,0,4,2,3,4,4,4,4,6,1,3,0,3,8,1.2624
0,"GR",1,1979,12,4,1,0,0,0,5,6,6,5,5,5,2,7,1,4,0,5,6,.8416
0,"GR",1,1959,6,4,1,1,0,23,4,2,5,4,5,5,4,6,2,1.5,1,0,1,1.6832
0,"GR",1,1962,6,4,1,1,0,0,5,2,10,4,5,4,4,7,2,5,1.5,5,3,.8416
1,"GR",1,1954,9,4,1,1,0,0,3,2,10,5,5,5,5,7,3,9,7.5,8,10,1.6832
0,"GR",1,1979,8,4,1,0,0,10,3,2,8,5,5,4,2,7,2,2.5,2,0,5,2.104
0,"GR",0,1961,6,2,0,1,0,66,3,6,16,5,6,4,2,2,1,0,0,10,5,1.6832
0,"GR",0,1964,18,2,1,1,0,20,3,5,10,5,5,4,2,2,2,4.5,5,7,4,.8416
0,"GR",0,1967,6,2,1,0,0,42,3,2,6,3,6,4,2,2,2,5.5,3,7,2,.8416
0,"GR",1,1941,16,2,0,0,0,30,5,6,7,5,6,4,2,7,2,6,4,8,6,.4208
0,"GR",0,1930,8,2,1,0,0,58,2,6,14,4,6,6,4,7,1,5,4,8,5,.8416
1,"GR",0,1921,16,2,1,0,0,40,3,4,21,6,6,6,2,4,4,10,7,9,10,.8416
1,"GR",0,1966,16,2,1,0,0,,3,5,10,4,5,6,2,4,2,3.5,2,2,4,.8416
0,"GR",0,1956,8,3,0,1,0,10,3,5,14,6,4,3,1,7,1,8,5,8,9,1.2624
0,"GR",1,1949,6,3,1,1,0,0,4,3,6,5,3,5,2,7,2,5,4,3,4,1.2624
0,"GR",0,1956,11,3,1,1,0,12,3,2,7,5,5,6,2,2,1,.5,0,5,1,.8416
0,"GR",0,1945,7,3,1,1,0,60,3,2,11,4,6,6,2,5,2,8.5,7,7,5,1.6832
0,"GR",1,1923,6,3,0,0,0,8,4,2,9,6,5,6,1,3,1,5,4,6,8,.4208
0,"GR",1,1927,4,3,0,0,0,0,4,1,6,4,4,5,2,3,3,3,2,1,5,.4208
0,"GR",1,1959,6,4,1,1,0,10,3,3,5,5,5,5,1,1,1,3,1.5,0,2,1.6832
0,"GR",0,1933,12,4,0,0,0,51,3,5,9,5,5,5,1,1,1,8,3.5,2,2,.4208
0,"GR",1,1940,6,4,1,1,0,45,4,1,5,5,6,6,3,7,2,0,0,,4,1.2624
0,"GR",1,1946,6,4,1,1,0,40,4,1,5,4,5,5,4,7,3,7.5,2,,6,1.6832
0,"GR",1,1978,16,4,0,0,0,0,4,3,3,4,4,5,3,7,1,6,0,,1,1.6832
0,"GR",1,1976,12,4,1,1,0,0,4,5,3,6,5,5,4,7,2,3.5,1.5,3,3,.4208
1,"GR",1,1986,11,4,0,0,0,0,3,1,11,5,5,5,0,0,2,7,4.5,5,7,1.2624
0,"GR",0,1927,9,4,1,0,0,60,5,6,6,5,5,5,4,4,3,3.5,2.5,6,6,.8416
0,"GR",1,1937,6,4,1,0,0,50,4,2,19,3,3,3,4,7,2,9,4,4,4,.8416
0,"GR",1,1944,5,4,1,0,0,40,4,3,8,5,5,5,5,7,1,7,0,,7,.8416
0,"GR",1,1941,6,4,1,0,0,40,5,2,3,6,5,6,4,7,3,8,0,0,7,.8416
0,"GR",1,1941,5,4,0,0,0,40,4,2,3,4,5,5,2,3,1,8,2,5,6,.4208
0,"GR",1,1924,3,4,0,0,0,40,5,3,6,4,4,5,4,7,1,9,0,3,1,.4208
0,"GR",1,1939,6,4,0,0,0,30,5,2,3,4,5,5,3,6,1,7.5,2,5,5,.4208
0,"GR",0,1951,5,4,1,1,0,50,4,6,3,3,6,5,1,7,3,8.5,4.5,5,4,.8416
0,"GR",1,1970,12,4,1,1,0,0,4,3,3,5,5,5,2,3,2,8.5,1.5,5,7,1.2624
0,"GR",0,1924,12,4,1,0,0,,5,2,14,5,5,5,0,0,3,9,4.5,,6,.8416
0,"GR",1,1925,3,4,1,0,0,,4,6,24,4,4,4,0,0,2,9,,,,.8416
0,"GR",1,1942,0,4,1,1,0,,4,6,23,5,4,5,0,0,2,8.5,1,,7,1.2624
0,"GR",1,1924,,4,0,1,0,0,4,6,20,5,5,4,0,0,1,7.5,6,,,.8416
0,"GR",1,1933,3,4,1,1,0,60,4,2,14,5,4,4,1,4,1,7,3,6,,1.2624
0,"GR",1,1927,3,4,1,0,0,70,4,2,12,5,5,4,0,1,1,7,4.5,5,5,.8416
0,"GR",0,1959,14,4,1,1,0,72,3,6,10,6,6,4,3,3,3,8,5.5,8,10,.8416
0,"GR",0,1935,7,4,1,0,0,60,4,2,14,5,4,5,3,6,3,3,1.5,,1,.8416
0,"GR",1,1925,4,4,0,0,0,60,4,3,17,5,4,4,0,1,1,6,3.5,5,8,.4208
0,"GR",0,1946,8,4,1,1,0,70,4,3,5,5,5,5,3,4,4,10,5,5,7,2.104
0,"GR",1,1972,12,4,1,0,0,40,3,5,5,5,6,5,1,7,3,7.5,3.5,6,2,1.2624
0,"GR",0,1923,10,4,1,0,0,10,5,2,25,5,5,6,2,6,2,9,3.5,6,7,.8416
0,"GR",1,1925,12,4,0,0,0,10,5,4,15,4,5,6,2,4,3,7,1.5,7,7,.4208
0,"GR",1,1938,6,4,1,0,0,15,5,4,24,4,5,6,1,7,3,6.5,2.5,,1,.8416
0,"GR",1,1960,6,4,1,1,0,15,5,2,16,3,3,5,0,1,1,8,5.5,5,8,1.6832
0,"GR",1,1929,6,4,1,1,1,60,4,1,15,4,5,5,1,2,2,6,2,,8,1.2624
0,"GR",1,1937,4,4,1,0,0,0,4,2,13,4,3,4,2,6,3,9.5,5,5,10,.8416
0,"GR",1,1936,6,4,1,0,1,0,5,2,7,5,3,5,3,7,3,10,3.5,5,5,.8416
0,"GR",0,1988,8,4,0,0,0,0,5,4,32,5,4,5,2,7,1,8,4.5,10,5,2.9456
0,"GR",0,1921,3,4,0,0,0,60,5,7,8,4,3,6,1,6,2,6,4.5,6,8,.4208
0,"GR",0,1924,3,4,1,0,0,,4,6,10,5,3,4,1,5,2,7.5,5.5,8,8,.8416
0,"GR",1,1947,3,4,1,1,0,0,4,4,10,4,4,5,1,3,2,8,6,7,7,.8416
0,"GR",1,1973,9,4,1,1,0,0,3,4,13,4,4,5,1,2,1,7,4,8,7,.8416
0,"GR",1,1956,6,,1,1,0,60,4,4,10,4,4,5,0,2,1,6.5,7,6,3,2.104
0,"GR",0,1970,12,4,1,1,0,40,5,3,6,5,5,5,0,2,1,6.5,4,7,1,.8416
0,"GR",0,1923,6,4,1,0,0,60,3,4,7,5,5,4,1,2,2,7,6,6,1,.8416
0,"GR",1,1926,0,4,0,0,0,0,5,1,20,6,5,6,0,,1,7,,,,.4208
0,"GR",1,1929,5,4,0,0,0,0,4,7,22,5,4,5,0,7,1,9.5,3,,10,.4208
0,"GR",1,1937,0,4,0,1,0,0,4,7,16,4,5,5,2,6,1,8,4.5,7,6,.8416
0,"GR",0,1932,2,4,0,0,0,,4,4,6,5,5,4,2,7,1,8,5,3,5,.4208
0,"GR",1,1957,6,4,1,1,0,,4,2,6,5,5,4,1,7,2,6.5,4,5,4,2.5248
0,"GR",0,1933,0,4,1,0,0,80,6,2,5,4,4,5,0,0,1,6,1.5,,4,.8416
0,"GR",0,1981,6,4,0,0,0,80,3,4,7,5,5,6,2,6,1,1,.5,5,2,1.6832
0,"GR",1,1962,6,4,1,1,0,40,4,1,15,3,5,6,2,4,1,6.5,3.5,5,6,1.6832
0,"GR",1,1920,5,4,0,1,0,80,5,2,14,5,5,6,1,2,1,7,7,,5,.4208
0,"GR",0,1949,11,4,1,1,0,90,3,4,11,5,5,5,7,7,4,6,6,6,10,1.2624
0,"GR",1,1961,6,4,1,1,0,90,4,1,5,4,4,6,3,5,2,5.5,3.5,6,4,1.2624
0,"GR",1,1936,2,4,1,0,0,48,3,1,7,4,6,6,2,2,1,9,3,6,3,.8416
0,"GR",1,1929,8,4,0,0,0,0,4,2,8,4,4,6,1,2,1,9,5,5,8,.4208
0,"GR",1,1985,12,4,0,0,0,0,4,6,28,2,1,1,1,1,3,8,6,7,8,2.9456
0,"GR",0,1923,8,4,1,0,0,40,5,1,11,4,4,5,2,3,3,5.5,7.5,4,9,.8416
0,"GR",0,1930,2,4,1,0,0,70,4,2,6,5,5,4,2,4,2,10,5,,8,.8416
0,"GR",1,1948,6,4,1,0,0,0,5,2,10,4,3,5,5,7,3,6.5,1.5,,2,1.2624
0,"GR",1,1927,8,4,1,0,0,60,6,2,6,5,5,5,5,7,4,6,5,5,5,.8416
0,"GR",0,1924,6,4,1,0,0,48,3,4,9,6,5,6,1,3,2,7,6,6,8,.8416
0,"GR",1,1978,15,4,1,1,0,50,3,4,15,6,5,6,0,2,1,5.5,4,5,7,.8416
0,"GR",1,1924,3,4,1,0,0,0,5,5,9,6,6,6,1,4,1,5.5,6.5,6,8,.8416
0,"GR",0,1972,12,4,0,0,0,40,3,6,11,4,5,6,1,3,2,6,4.5,8,8,.8416
0,"GR",1,1928,6,4,0,0,0,0,2,6,13,6,5,5,1,5,1,9,5.5,7,6,.4208
0,"GR",1,1922,6,4,0,0,0,0,5,6,13,5,5,4,1,5,1,7.5,5,7,8,.4208
0,"GR",1,1951,6,4,1,1,0,64,4,5,6,4,4,6,2,7,3,7,7.5,8,9,1.2624
0,"GR",0,1922,6,4,1,1,0,56,5,2,11,5,5,6,4,6,2,9,7.5,8,8,1.2624
0,"GR",1,1965,6,4,1,1,0,80,4,1,6,5,5,6,2,3,1,4,3.5,6,2,.8416
0,"GR",0,1974,6,4,0,0,0,70,3,2,7,4,5,5,2,6,1,5,4.5,7,7,1.2624
0,"GR",1,1957,6,4,1,0,0,90,4,1,7,4,5,4,3,4,2,6,6,,5,.8416
0,"GR",1,1946,6,4,1,1,0,35,4,6,5,6,4,6,2,7,1,8.5,7,8,8,1.2624
0,"GR",1,1957,15,1,1,1,0,50,3,4,21,5,5,5,1,5,2,7,5,7,9,1.2624
0,"GR",0,1928,6,1,1,1,0,,4,2,4,,4,4,1,1,3,6,0,0,3,1.2624
0,"GR",0,1932,12,2,1,1,0,40,3,4,16,6,6,6,2,5,4,6,4.5,4,8,1.2624
0,"GR",1,1937,18,1,0,0,0,60,3,4,22,5,5,4,1,4,2,5.5,1.5,2,4,.4208
0,"GR",1,1971,14,1,0,1,0,50,1,2,3,4,6,4,1,2,1,7,1,3,6,.4208
0,"GR",1,1930,0,2,0,0,0,40,5,4,3,5,5,5,3,7,4,7,2,6,7,.4208
0,"GR",0,1980,15,2,0,0,0,0,2,6,16,5,6,5,1,2,2,7,4,5,6,.4208
0,"GR",0,1962,0,1,1,0,0,40,2,2,15,5,5,5,0,3,,8,,9,,.4208
0,"GR",0,1938,12,1,1,0,0,48,2,5,18,4,5,4,7,7,3,4,4,6,5,.8416
1,"GR",1,1946,12,1,0,1,0,40,2,6,9,5,5,5,2,3,4,6.5,3,6,7,.8416
0,"GR",0,1961,16,1,0,1,0,40,1,2,9,5,5,4,7,7,2,8.5,8.5,9,9,.4208
0,"GR",1,1981,16,1,0,0,0,55,3,6,15,6,5,5,2,7,3,4.5,5.5,9,8,.4208
0,"GR",1,1968,7,1,,1,0,50,3,2,15,4,5,4,1,7,1,,,,4,.4208
0,"GR",0,1939,8,1,1,,0,,5,6,12,5,5,4,2,7,1,2.5,1,6,3,.8416
1,"GR",1,1973,8,1,1,1,0,40,6,6,24,5,4,5,1,4,1,8.5,,,,.8416
0,"GR",0,1947,21,1,1,0,0,30,3,5,12,5,6,5,1,1,3,7.5,5.5,8,8,.8416
1,"GR",0,1978,16,1,1,0,0,,3,4,18,4,5,4,2,7,3,4,4,7,8,.8416
1,"GR",0,1933,4,2,1,0,0,90,4,6,11,5,6,5,4,7,4,5,2.5,4,1,1.2624
0,"GR",1,1986,11,2,0,0,0,0,6,6,16,6,6,6,0,2,2,6.5,6.5,8,7,1.6832
0,"GR",0,1945,6,2,1,1,0,60,4,5,17,6,6,6,4,5,2,7,4.5,7,3,.8416
0,"GR",1,1963,6,2,0,0,0,50,4,3,5,6,6,4,4,7,1,5,3,4,1,1.2624
0,"GR",1,1954,16,2,0,0,0,40,5,5,13,5,6,5,2,6,2,3,3,6,3,.4208
0,"GR",1,1927,3,4,0,0,0,70,5,5,10,3,6,6,2,7,2,7,5.5,,3,.4208
0,"GR",0,1926,4,3,1,1,0,48,7,5,14,6,5,6,4,7,3,6,2.5,4,5,1.2624
0,"GR",1,1927,9,4,0,0,0,60,3,3,10,2,6,5,2,6,1,6.5,4.5,6,4,.4208
1,"GR",1,1965,6,3,1,1,0,0,5,5,17,6,5,6,2,2,2,5,1.5,5,,1.2624
1,"GR",0,1945,7,3,1,1,0,40,3,5,20,4,6,5,3,7,3,9.5,8,8,8,1.6832
